Center: x=250, y=250
Point 3163: x=117.228, y=100.429
Point 3164: x=52.211, y=220.344
Point 3165: x=163.524, y=430.338
Point 3166: x=429.962, y=337.256
Point 3167: x=195.217, y=442.351
Point 3168: x=297.089, y=55.622
Point 3169: x=79.679, y=145.163
Point 3170: x=427.881, y=341.423
Point 3171: x=364.776, y=86.212
Point 3172: x=415.629, y=362.102
Point 3173: x=386.077, y=103.429
Point 3174: x=152.746, y=424.761
Point 3175: x=57.401, y=196.097
Point 3176: x=407.486, y=373.281
Point 3177: x=449.053, y=269.435
Point 3178: x=243.54, y=449.896
Point 3179: x=317.677, y=438.202
Point 3180: x=122.228, y=403.864
Point 3181: x=441.735, y=306.901
Point 3182: x=51.038, y=229.652
Point 3183: x=393.362, y=389.454
Point 3184: x=52.752, y=216.938
Point 3185: x=384.95, y=397.609
Point 3186: x=396.165, y=113.487
Point 3187: x=436.837, y=321.358
Point 3188: x=284.775, y=446.954
Point 3189: x=355.116, y=420.149
Point 3190: x=447.579, y=281.027
Point 3191: x=69.77, y=163.299
Point 3192: x=83.771, y=361.211
Point 3193: x=391.336, y=391.507
Point 3194: x=66.022, y=171.564
Point 3195: x=59.556, y=188.918
Point 3196: x=56.424, y=199.717
Point 3197: x=333.256, y=68.153
Point 3198: x=97.518, y=120.581
Point 3199: x=124.99, y=93.883
Point 3200: x=62.91, y=320.692
Point 3201: x=387.657, y=104.911
Point 3202: x=50.324, y=261.386
Point 3203: x=274.264, y=51.477
Point 3204: x=52.546, y=218.189
Point 3205: x=245.818, y=50.044
Point 3206: x=102.219, y=115.238
Point 3207: x=395.946, y=386.747
Point 3208: x=449.191, y=232.025
Point 3209: x=150.615, y=76.441
Point 3210: x=300.821, y=56.565
Point 3211: x=225.206, y=448.457
Point 3212: x=58.0, y=193.999
Point 3213: x=448.779, y=227.938
Point 3214: x=247.674, y=449.986
Point 3215: x=428.776, y=339.661
Point 3216: x=302.769, y=57.087
Point 3217: x=65.237, y=173.431
Point 3218: x=147.794, y=78.088
Point 3219: x=337.207, y=70.014
Point 3220: x=419.932, y=355.467
Point 3221: x=62.865, y=179.427
Point 3222: x=337.979, y=70.39
Point 3223: x=158.655, y=427.922
Point 3224: x=50.074, y=255.44
Point 3225: x=449.959, y=254.064
Point 3226: x=82.218, y=358.854
Point 3227: x=197.341, y=57.057
Point 3228: x=398.708, y=116.262
Point 3229: x=173.029, y=65.405
Point 3230: x=250.856, y=50.002
Point 3231: x=440.115, y=187.902
Point 3232: x=385.595, y=397.017
Point 3233: x=303.876, y=442.607
Point 3234: x=53.984, y=289.722
Point 3235: x=133.675, y=87.309
Point 3236: x=185.926, y=439.458
Point 3237: x=349.101, y=76.279
Point 3238: x=430.965, y=335.156
Point 3239: x=50.518, y=264.389
Point 3240: x=104.461, y=387.18
Point 3241: x=143.241, y=80.877
Point 3242: x=83.592, y=360.943
Point 3243: x=431.553, y=166.104
Point 3244: x=163.711, y=69.572
Point 3245: x=279.918, y=447.75
Point 3246: x=447.358, y=217.598
Point 3247: x=307.285, y=58.38
Point 3248: x=176.031, y=64.181
Point 3249: x=251.123, y=50.003
Point 3250: x=199.203, y=443.442
Point 3251: x=68.403, y=333.801
Point 3252: x=75.381, y=347.51
Point 3253: x=64.322, y=324.322
Point 3254: x=413.798, y=364.762
Point 3255: x=437.653, y=319.185
Point 3256: x=389.919, y=107.092
Point 3257: x=449.907, y=256.094
Point 3258: x=58.678, y=308.273
Point 3259: x=155.601, y=426.32
Point 3260: x=446.805, y=214.396
Point 3261: x=244.464, y=449.923
Point 3262: x=443.416, y=300.893
Point 3263: x=357.86, y=418.423
Point 3264: x=341.326, y=72.068
Point 3265: x=364.344, y=85.91
Point 3266: x=439.766, y=186.841
Point 3267: x=445.364, y=292.814
Point 3268: x=350.831, y=422.723
Point 3269: x=50.308, y=238.911
Point 3270: x=314.017, y=60.522
Point 3271: x=144.36, y=419.824
Point 3272: x=280.138, y=52.284
Point 3273: x=445.214, y=293.493
Point 3274: x=103.572, y=386.231
Point 3275: x=416.54, y=139.255
Point 3276: x=100.761, y=383.146
Point 3277: x=79.812, y=355.052
Point 3278: x=393.559, y=110.749
Point 3279: x=355.249, y=79.934
Point 3280: x=72.679, y=342.505
Point 3281: x=71.251, y=339.716
Point 3282: x=365.564, y=413.233
Point 3283: x=245.159, y=50.059
Point 3284: x=90.163, y=129.783
Point 3285: x=138.724, y=416.186
Point 3286: x=216.696, y=447.208
Point 3287: x=292.414, y=445.451
Point 3288: x=350.211, y=423.083
Point 3289: x=64.805, y=174.483
Point 3290: x=62.725, y=179.799
Point 3291: x=278.936, y=447.896
Point 3292: x=131.248, y=410.929
Point 3293: x=447.055, y=215.803
Point 3294: x=91.299, y=371.713
Point 3295: x=50.003, y=248.934
Point 3296: x=443.157, y=301.867
Point 3297: x=185.839, y=439.429
Point 3298: x=449.011, y=269.864
Point 3299: x=332.976, y=68.025
Point 3300: x=365.476, y=86.705
Point 3301: x=143.171, y=419.079
Point 3302: x=281.752, y=52.537
Point 3303: x=224.529, y=51.629
Point 3304: x=351.414, y=422.381
Point 3305: x=83.814, y=361.276
Point 3306: x=410.053, y=130.071
Point 3307: x=276.255, y=448.269
Point 3308: x=56.604, y=199.029
Point 3309: x=440.205, y=188.178
Point 3310: x=284.519, y=53.001
Point 3311: x=319.728, y=437.451
Point 3312: x=67.828, y=167.458
Point 3313: x=445.029, y=294.315
Point 3314: x=57.481, y=304.188
Point 3315: x=264.839, y=449.449
Point 3316: x=448.129, y=222.705
Point 3317: x=121.887, y=403.581
Point 3318: x=93.845, y=125.037
Point 3319: x=431.479, y=165.943
Point 3320: x=196.239, y=442.639
Point 3321: x=316.853, y=438.496
Point 3322: x=266.837, y=50.71
Point 3323: x=349.069, y=423.739
Point 3324: x=71.282, y=339.776
Point 3325: x=390.115, y=392.716
Point 3326: x=185.346, y=60.739
Point 3327: x=67.92, y=167.255
Point 3328: x=112.766, y=104.512
Point 3329: x=431.952, y=166.972
Point 3330: x=134.439, y=86.765
Point 3331: x=207.709, y=54.523
Point 3332: x=413.353, y=134.606
Point 3333: x=317.51, y=438.262
Point 3334: x=111.915, y=105.319
Point 3335: x=112.756, y=104.521
Point 3336: x=56.865, y=198.049
Point 3337: x=419.065, y=356.851
Point 3338: x=53.146, y=214.665
Point 3339: x=202.207, y=444.206
Point 3340: x=420.786, y=145.922
Point 3341: x=109.92, y=392.751
Point 3342: x=162.545, y=70.134
Point 3343: x=96.5, y=121.79
Point 3344: x=101.204, y=116.36
Point 3345: x=407.001, y=373.898
Point 3346: x=201.806, y=444.106
Point 3347: x=437.8, y=318.784
Point 3348: x=106.744, y=110.437
Point 3349: x=338.161, y=70.48
Point 3350: x=445.801, y=290.768
Point 3351: x=271.333, y=448.859
Point 3352: x=329.059, y=433.711
Point 3353: x=399.713, y=382.612
Point 3354: x=141.395, y=417.943
Point 3355: x=184.629, y=60.985
Point 3356: x=271.381, y=51.146
Point 3357: x=141.122, y=82.234
Point 3358: x=163.637, y=69.607
Point 3359: x=51.43, y=226.123
Point 3360: x=342.582, y=72.719
Point 3361: x=336.923, y=430.123
Point 3362: x=278.236, y=447.997
Point 3363: x=61.582, y=317.072
Point 3364: x=114.638, y=397.232
Point 3365: x=350.047, y=423.178
Point 3366: x=251.996, y=449.99
Point 3367: x=59.992, y=312.427
Point 3368: x=125.109, y=93.788
Point 3369: x=443.187, y=301.757
Point 3370: x=304.968, y=57.702
Point 3371: x=373.01, y=407.698
Point 3372: x=444.851, y=295.09
Point 3373: x=90.026, y=129.966
Point 3374: x=376.604, y=404.827
Point 3375: x=50.003, y=251.076
Point 3376: x=66.165, y=171.231
Point 3377: x=444.716, y=295.671
Point 3378: x=449.88, y=243.083
Point 3379: x=359.515, y=417.351
Point 3380: x=277.111, y=448.154
Point 3381: x=420.212, y=355.014
Point 3382: x=125.219, y=406.3
Point 3383: x=234.362, y=449.388
Point 3384: x=392.285, y=390.552
Point 3385: x=364.413, y=85.958
Point 3386: x=323.266, y=63.903
Point 3387: x=420.932, y=146.163
Point 3388: x=209.186, y=54.209
Point 3389: x=93.998, y=124.847
Point 3390: x=438.236, y=182.418
Point 3391: x=213.15, y=446.576
Point 3392: x=50.003, y=251.063
Point 3393: x=87.528, y=366.631
Point 3394: x=57.47, y=304.151
Point 3395: x=421.669, y=352.615
Point 3396: x=334.312, y=68.64
Point 3397: x=72.395, y=341.96
Point 3398: x=89.582, y=369.44
Point 3399: x=112.303, y=104.95
Point 3400: x=58.064, y=306.22
Point 3401: x=83.445, y=139.278
Point 3402: x=417.877, y=358.707
Point 3403: x=442.914, y=197.235
Point 3404: x=390.972, y=108.131
Point 3405: x=436.248, y=177.12
Point 3406: x=52.221, y=220.276
Point 3407: x=347.501, y=75.376
Point 3408: x=62.616, y=319.909
Point 3409: x=264.706, y=50.541
Point 3410: x=158.642, y=72.085
Point 3411: x=219.865, y=52.283
Point 3412: x=319.663, y=62.524
Point 3413: x=50.236, y=240.288
Point 3414: x=50.792, y=267.785
Point 3415: x=401.483, y=380.587
Point 3416: x=389.293, y=393.518
Point 3417: x=359.074, y=82.361
Point 3418: x=431.173, y=165.286
Point 3419: x=95.763, y=377.322
Point 3420: x=185.88, y=60.557
Point 3421: x=59.615, y=311.265
Point 3422: x=283.826, y=447.119
Point 3423: x=447.884, y=220.983
Point 3424: x=75.682, y=151.953
Point 3425: x=241.117, y=50.197
Point 3426: x=55.735, y=202.45
Point 3427: x=331.842, y=432.488
Point 3428: x=430.545, y=336.044
Point 3429: x=334.162, y=68.57
Point 3430: x=420.574, y=354.424
Point 3431: x=241.395, y=449.815
Point 3432: x=168.344, y=67.429
Point 3433: x=99.494, y=118.289
Point 3434: x=63.911, y=323.287
Point 3435: x=424.266, y=348.14
Point 3436: x=123.724, y=94.906
Point 3437: x=448.947, y=229.5
Point 3438: x=51.674, y=224.179
Point 3439: x=436.579, y=322.03
Point 3440: x=73.877, y=344.766
Point 3441: x=433.459, y=170.358
Point 3442: x=312.426, y=440.008
Point 3443: x=59.337, y=189.606
Point 3444: x=154.907, y=74.053
Point 3445: x=52.094, y=278.865
Point 3446: x=56.56, y=300.803
Point 3447: x=389.128, y=106.321
Point 3448: x=425.278, y=346.321
Point 3449: x=247.707, y=50.013
Point 3450: x=95.144, y=376.568
Point 3451: x=221.501, y=447.959
Point 3452: x=60.607, y=314.268
Point 3453: x=320.017, y=62.657
Point 3454: x=413.047, y=365.826
Point 3455: x=51.893, y=222.55
Point 3456: x=361.237, y=83.788
Point 3457: x=62.938, y=179.234
Point 3458: x=437.991, y=181.739
Point 3459: x=259.741, y=50.237
Point 3460: x=431.1, y=165.131
Point 3461: x=264.104, y=50.498
Point 3462: x=181.865, y=438.036
Point 3463: x=341.027, y=71.916
Point 3464: x=286.912, y=53.436
Point 3465: x=449.626, y=237.768
Point 3466: x=429.208, y=338.794
Point 3467: x=52.439, y=218.858
Point 3468: x=88.693, y=131.763
Point 3469: x=55.53, y=203.293
Point 3470: x=443.226, y=301.613
Point 3471: x=446.468, y=212.579
Point 3472: x=63.364, y=178.118
Point 3473: x=56.675, y=198.76
Point 3474: x=430.634, y=335.856
Point 3475: x=70.923, y=160.942
Point 3476: x=93.354, y=125.653
Point 3477: x=388.26, y=394.514
Point 3478: x=66.386, y=170.715
Point 3479: x=262.122, y=50.368
Point 3480: x=68.905, y=334.88
Point 3481: x=51.009, y=270.069
Point 3482: x=262.719, y=50.405
Point 3483: x=399.583, y=117.241
Point 3484: x=77.436, y=148.898
Point 3485: x=283.726, y=52.864
Point 3486: x=261.181, y=50.313
Point 3487: x=104.464, y=112.817
Point 3488: x=221.572, y=447.969
Point 3489: x=50.08, y=244.344
Point 3490: x=424.211, y=348.236
Point 3491: x=321.833, y=63.345
Point 3492: x=445.19, y=293.6
Point 3493: x=301.219, y=56.67
Point 3494: x=312.452, y=60.001
Point 3495: x=62.202, y=181.211
Point 3496: x=447.195, y=216.62
Point 3497: x=57.385, y=303.848
Point 3498: x=300.918, y=443.41
Point 3499: x=309.387, y=59.02
Point 3500: x=52.176, y=279.424
Point 3501: x=174.646, y=435.261
Point 3502: x=226.399, y=51.397
Point 3503: x=73.521, y=344.101
Point 3504: x=185.209, y=439.214
Point 3505: x=437.978, y=318.296
Point 3506: x=447.665, y=219.526
Point 3507: x=182.485, y=61.74
Point 3508: x=303.585, y=442.688
Point 3509: x=443.662, y=200.05
Point 3510: x=429.748, y=162.305
Point 3511: x=301.877, y=443.155
Point 3512: x=449.999, y=250.504
Point 3513: x=294.749, y=55.07
Point 3514: x=54.111, y=290.342
Point 3515: x=152.982, y=75.107
Point 3516: x=200.784, y=443.85
Point 3517: x=438.459, y=183.042
Point 3518: x=78.784, y=353.369
Point 3519: x=148.022, y=77.952
Point 3520: x=50.437, y=263.212
Point 3521: x=95.0, y=123.607
Point 3522: x=327.708, y=434.286
Point 3523: x=56.898, y=302.073
Point 3524: x=307.827, y=58.542
Point 3525: x=55.5, y=296.579
Point 3526: x=404.61, y=123.131
Point 3527: x=50.81, y=267.986
Point 3528: x=60.312, y=313.392
Point 3529: x=212.612, y=446.474
Point 3530: x=449.991, y=251.903
Point 3531: x=428.443, y=159.678
Point 3532: x=425.606, y=345.722
Point 3533: x=285.794, y=53.229
Point 3534: x=83.168, y=360.305
Point 3535: x=53.13, y=214.754
Point 3536: x=261.953, y=50.358
Point 3537: x=439.13, y=184.963
Point 3538: x=405.126, y=376.237
Point 3539: x=378.106, y=403.586
Point 3540: x=235.993, y=449.509
Point 3541: x=449.947, y=254.601
Point 3542: x=399.888, y=382.414
Point 3543: x=445.579, y=208.182
Point 3544: x=448.624, y=226.58
Point 3545: x=418.403, y=142.11
Point 3546: x=432.31, y=167.762
Point 3547: x=162.079, y=429.638
Point 3548: x=128.203, y=408.636
Point 3549: x=448.235, y=223.487
Point 3550: x=428.476, y=340.256
Point 3551: x=63.294, y=321.701
Point 3552: x=371.21, y=409.086
Point 3553: x=52.166, y=220.644
Point 3554: x=449.937, y=255.018
Point 3555: x=94.717, y=123.956
Point 3556: x=264.594, y=449.467
Point 3557: x=77.739, y=148.382
Point 3558: x=331.11, y=67.185
Point 3559: x=380.173, y=401.839
Point 3560: x=436.59, y=322.001
Point 3561: x=93.851, y=374.97
Point 3562: x=241.206, y=449.807
Point 3563: x=445.972, y=210.065
Point 3564: x=398.392, y=384.089
Point 3565: x=448.433, y=274.987
Point 3566: x=89.092, y=131.22
Point 3567: x=329.684, y=433.441
Point 3568: x=443.405, y=199.063
Point 3569: x=130.341, y=410.255
Point 3570: x=78.408, y=147.257
Point 3571: x=352.829, y=421.541
Point 3572: x=435.422, y=324.958
Point 3573: x=292.309, y=445.474
Point 3574: x=434.75, y=326.6
Point 3575: x=50.615, y=234.332
Point 3576: x=391.141, y=391.702
Point 3577: x=397.731, y=384.816
Point 3578: x=78.552, y=352.983
Point 3579: x=388.417, y=105.637
Point 3580: x=50.266, y=260.314
Point 3581: x=105.445, y=111.784
Point 3582: x=149.003, y=422.625
Point 3583: x=50.094, y=256.136
Point 3584: x=373.519, y=92.7
Point 3585: x=101.965, y=384.482
Point 3586: x=207.744, y=54.515
Point 3587: x=394.756, y=388.006
Point 3588: x=231.997, y=449.188
Point 3589: x=66.671, y=170.059
Point 3590: x=388.304, y=394.471
Point 3591: x=432.907, y=330.901
Point 3592: x=295.317, y=55.202
Point 3593: x=158.531, y=427.858
Point 3594: x=117.661, y=100.046
Point 3595: x=113.587, y=103.742
Point 3596: x=153.579, y=425.223
Point 3597: x=346.551, y=74.849
Point 3598: x=282.038, y=52.583
Point 3599: x=116.487, y=398.91
Point 3600: x=365.78, y=413.08
Point 3601: x=59.124, y=309.718
Point 3602: x=54.94, y=294.179
Point 3603: x=284.351, y=52.972
Point 3604: x=302.416, y=56.991
Point 3605: x=338.4, y=70.597
Point 3606: x=449.81, y=241.28
Point 3607: x=316.879, y=438.487
Point 3608: x=190.968, y=58.91
Point 3609: x=398.024, y=115.505
Point 3610: x=189.751, y=440.709
Point 3611: x=275.113, y=448.417
Point 3612: x=431.871, y=333.205
Point 3613: x=445.896, y=290.31
Point 3614: x=52.487, y=218.557
Point 3615: x=422.74, y=149.199
Point 3616: x=427.996, y=158.8
Point 3617: x=317.96, y=438.1
Point 3618: x=288.869, y=446.187
Point 3619: x=66.708, y=330.026
Point 3620: x=272.891, y=51.314
Point 3621: x=96.347, y=121.974
Point 3622: x=56.426, y=199.709
Point 3623: x=440.371, y=311.309
Point 3624: x=145.522, y=420.542
Point 3625: x=88.531, y=131.984
Point 3626: x=188.704, y=59.624
Point 3627: x=338.892, y=70.84
Point 3628: x=248.517, y=50.005
Point 3629: x=239.834, y=50.259
Point 3630: x=355.787, y=80.268
Point 3631: x=446.49, y=212.695
Point 3632: x=267.809, y=50.794
Point 3633: x=228.147, y=448.803
Point 3634: x=437.57, y=180.592
Point 3635: x=447.801, y=220.423
Point 3636: x=446.395, y=287.804
Point 3637: x=416.224, y=361.218
Point 3638: x=60.447, y=313.792
Point 3639: x=402.341, y=120.416
Point 3640: x=366.112, y=412.843
Point 3641: x=50.216, y=259.29
Point 3642: x=228.462, y=51.163
Point 3643: x=324.602, y=64.434
Point 3644: x=356.98, y=81.017
Point 3645: x=72.195, y=341.572
Point 3646: x=64.621, y=174.936
Point 3647: x=50.981, y=230.215
Point 3648: x=323.219, y=63.884
Point 3649: x=148.394, y=77.732
Point 3650: x=309.007, y=441.097
Point 3651: x=277.73, y=51.932
Point 3652: x=99.097, y=118.743
Point 3653: x=405.936, y=124.764
Point 3654: x=180.213, y=62.571
Point 3655: x=445.606, y=291.691
Point 3656: x=446.26, y=211.503
Point 3657: x=96.945, y=121.259
Point 3658: x=146.421, y=421.089
Point 3659: x=366.048, y=412.889
Point 3660: x=449.995, y=248.643
Point 3661: x=249.744, y=450.0
Point 3662: x=202.896, y=55.626
Point 3663: x=282.253, y=52.618
Point 3664: x=88.266, y=132.347
Point 3665: x=78.567, y=146.991
Point 3666: x=80.763, y=143.423
Point 3667: x=342.868, y=427.131
Point 3668: x=73.198, y=343.493
Point 3669: x=448.723, y=272.561
Point 3670: x=81.033, y=357.006
Point 3671: x=350.523, y=77.098
Point 3672: x=438.176, y=182.253
Point 3673: x=235.619, y=50.518
Point 3674: x=420.81, y=354.039
Point 3675: x=446.135, y=210.871
Point 3676: x=396.644, y=385.998
Point 3677: x=342.994, y=427.065
Point 3678: x=182.015, y=61.91
Point 3679: x=432.569, y=331.662
Point 3680: x=93.452, y=125.531
Point 3681: x=79.961, y=355.294
Point 3682: x=401.364, y=119.275
Point 3683: x=83.554, y=360.887
Point 3684: x=62.728, y=320.208
Point 3685: x=438.715, y=316.232
Point 3686: x=311.899, y=59.82
Point 3687: x=86.625, y=134.637
Point 3688: x=425.763, y=154.568
Point 3689: x=50.174, y=258.346
Point 3690: x=403.381, y=378.352
Point 3691: x=187.669, y=440.039
Point 3692: x=414.728, y=363.422
Point 3693: x=107.271, y=390.102
Point 3694: x=291.556, y=445.635
Point 3695: x=319.189, y=437.651
Point 3696: x=322.65, y=436.339
Point 3697: x=351.471, y=77.652
Point 3698: x=394.367, y=111.587
Point 3699: x=81.679, y=141.982
Point 3700: x=78.386, y=352.706
Point 3701: x=332.76, y=432.074
Point 3702: x=55.279, y=204.352
Point 3703: x=154.672, y=74.18
Point 3704: x=435.305, y=174.754
Point 3705: x=367.055, y=412.167
Point 3706: x=50.0, y=250.431
Point 3707: x=442.427, y=304.516
Point 3708: x=350.631, y=77.161
Point 3709: x=449.978, y=247.045
Point 3710: x=351.789, y=422.16
Point 3711: x=325.271, y=435.295
Point 3712: x=438.875, y=315.773
Point 3713: x=57.233, y=303.302
Point 3714: x=179.337, y=437.101
Point 3715: x=215.471, y=446.997
Point 3716: x=391.616, y=108.773
Point 3717: x=51.693, y=224.029
Point 3718: x=94.983, y=376.371
Point 3719: x=102.918, y=114.475
Point 3720: x=305.353, y=57.812
Point 3721: x=385.139, y=102.564
Point 3722: x=103.365, y=113.993
Point 3723: x=64.37, y=324.442
Point 3724: x=251.249, y=50.004
Point 3725: x=61.81, y=317.71
Point 3726: x=328.165, y=434.093
Point 3727: x=428.878, y=160.542
Point 3728: x=65.437, y=172.952
Point 3729: x=77.068, y=350.472
Point 3730: x=99.309, y=381.5
Point 3731: x=410.218, y=130.292
Point 3732: x=444.734, y=295.593
Point 3733: x=106.042, y=388.838
Point 3734: x=359.689, y=82.763
Point 3735: x=340.927, y=71.864
Point 3736: x=422.187, y=148.257
Point 3737: x=445.566, y=291.881
Point 3738: x=117.202, y=399.548
Point 3739: x=317.697, y=438.194
Point 3740: x=313.099, y=60.215
Point 3741: x=60.038, y=187.436
Point 3742: x=425.965, y=154.94
Point 3743: x=449.409, y=265.359
Point 3744: x=393.638, y=110.831
Point 3745: x=136.135, y=414.422
Point 3746: x=369.462, y=89.598
Point 3747: x=73.96, y=344.92
Point 3748: x=277.363, y=448.119
Point 3749: x=354.381, y=420.601
Point 3750: x=195.957, y=442.56
Point 3751: x=69.537, y=336.215
Point 3752: x=446.308, y=211.751
Point 3753: x=152.509, y=75.37
Point 3754: x=380.285, y=401.743
Point 3755: x=403.696, y=122.026
Point 3756: x=69.292, y=164.3
Point 3757: x=211.627, y=446.284
Point 3758: x=283.446, y=447.184
Point 3759: x=52.87, y=283.763
Point 3760: x=111.434, y=105.78
Point 3761: x=448.831, y=228.412
Point 3762: x=50.002, y=249.097
Point 3763: x=259.072, y=449.794
Point 3764: x=146.91, y=78.616
Point 3765: x=438.177, y=317.746
Point 3766: x=343.815, y=73.368
Point 3767: x=269.613, y=50.964
Point 3768: x=193.328, y=58.197
Point 3769: x=238.41, y=50.336
Point 3770: x=274.338, y=51.486
Point 3771: x=245.218, y=449.943
Point 3772: x=396.574, y=113.927
Point 3773: x=442.253, y=194.876
Point 3774: x=317.47, y=438.276
Point 3775: x=449.243, y=232.615
Point 3776: x=411.556, y=367.896
Point 3777: x=449.889, y=243.347
Point 3778: x=112.235, y=394.985
Point 3779: x=177.552, y=436.417
Point 3780: x=444.071, y=298.338
Point 3781: x=146.099, y=420.894
Point 3782: x=52.623, y=217.714
Point 3783: x=449.997, y=251.111
Point 3784: x=197.255, y=57.081
Point 3785: x=428.937, y=160.661
Point 3786: x=51.052, y=229.514
Point 3787: x=407.566, y=373.178
Point 3788: x=379.092, y=402.759
Point 3789: x=310.868, y=440.513
Point 3790: x=405.777, y=375.433
Point 3791: x=411.02, y=131.372
Point 3792: x=357.396, y=418.719
Point 3793: x=142.685, y=81.229
Point 3794: x=360.94, y=83.59
Point 3795: x=222.797, y=51.859
Point 3796: x=53.874, y=210.828
Point 3797: x=434.604, y=326.95
Point 3798: x=448.4, y=275.251
Point 3799: x=410.969, y=368.696
Point 3800: x=50.956, y=269.528
Point 3801: x=201.089, y=56.073
Point 3802: x=448.074, y=277.692
Point 3803: x=226.127, y=51.43
Point 3804: x=104.931, y=112.323
Point 3805: x=330.115, y=433.253
Point 3806: x=72.415, y=341.998
Point 3807: x=433.131, y=330.392
Point 3808: x=398.575, y=383.887
Point 3809: x=125.713, y=406.693
Point 3810: x=72.329, y=341.832
Point 3811: x=50.335, y=238.437
Point 3812: x=424.875, y=347.05
Point 3813: x=163.091, y=69.87
Point 3814: x=440.271, y=188.381
Point 3815: x=81.66, y=142.011
Point 3816: x=50.338, y=238.378
Point 3817: x=342.169, y=427.496
Point 3818: x=431.605, y=333.783
Point 3819: x=50.813, y=268.012
Point 3820: x=404.842, y=376.586
Point 3821: x=269.893, y=50.992
Point 3822: x=78.767, y=146.66
Point 3823: x=196.659, y=57.244
Point 3824: x=61.271, y=183.808
Point 3825: x=420.366, y=354.763
Point 3826: x=371.147, y=409.133
Point 3827: x=330.991, y=432.867
Point 3828: x=215.972, y=52.916
Point 3829: x=93.281, y=374.254
Point 3830: x=323.419, y=436.037
Point 3831: x=91.56, y=127.947
Point 3832: x=163.51, y=430.332
Point 3833: x=441.634, y=307.24
Point 3834: x=150.05, y=76.766
Point 3835: x=228.448, y=51.165
Point 3836: x=341.784, y=427.696
Point 3837: x=448.622, y=226.567
Point 3838: x=187.929, y=59.876
Point 3839: x=114.168, y=396.798
Point 3840: x=213.599, y=446.659
Point 3841: x=249.589, y=450.0
Point 3842: x=277.055, y=51.838
Point 3843: x=421.397, y=146.931
Point 3844: x=90.603, y=129.2
Point 3845: x=97.886, y=120.149
Point 3846: x=437.104, y=320.656
Point 3847: x=99.909, y=117.816
Point 3848: x=230.623, y=50.941
Point 3849: x=259.046, y=449.795
Point 3850: x=426.762, y=343.569
Point 3851: x=107.434, y=390.267
Point 3852: x=440.25, y=188.315
Point 3853: x=274.006, y=51.446
Point 3854: x=433.589, y=170.658
Point 3855: x=292.776, y=54.628
Point 3856: x=114.448, y=102.944
Point 3857: x=400.797, y=118.622
Point 3858: x=446.629, y=213.432
Point 3859: x=59.87, y=187.946
Point 3860: x=314.591, y=439.283
Point 3861: x=377.724, y=403.904
Point 3862: x=99.12, y=118.718
Point 3863: x=316.757, y=438.53
Point 3864: x=331.841, y=432.488
Point 3865: x=449.548, y=236.563
Point 3866: x=270.211, y=448.976
Point 3867: x=226.933, y=448.665
Point 3868: x=229.806, y=448.978
Point 3869: x=283.968, y=447.094
Point 3870: x=172.1, y=65.795
Point 3871: x=210.037, y=445.967
Point 3872: x=229.035, y=448.898
Point 3873: x=238.649, y=50.322
Point 3874: x=445.768, y=209.075
Point 3875: x=304.402, y=57.541
Point 3876: x=214.987, y=53.089
Point 3877: x=239.295, y=50.287
Point 3878: x=87.022, y=365.923
Point 3879: x=74.97, y=346.77
Point 3880: x=106.306, y=110.889
Point 3881: x=402.337, y=120.411
Point 3882: x=193.049, y=58.28
Point 3883: x=114.679, y=102.731
Point 3884: x=432.968, y=330.764
Point 3885: x=186.207, y=60.447
Point 3886: x=63.957, y=176.598
Point 3887: x=404.655, y=376.814
Point 3888: x=337.909, y=429.644
Point 3889: x=231.005, y=449.096
Point 3890: x=295.151, y=444.837
Point 3891: x=355.263, y=79.942
Point 3892: x=436.182, y=176.95
Point 3893: x=189.78, y=440.719
Point 3894: x=299.547, y=56.234
Point 3895: x=426.682, y=343.721
Point 3896: x=52.827, y=216.495
Point 3897: x=106.089, y=388.887
Point 3898: x=381.005, y=401.122
Point 3899: x=409.016, y=371.301
Point 3900: x=395.225, y=387.512
Point 3901: x=96.732, y=378.487
Point 3902: x=441.477, y=307.763
Point 3903: x=268.21, y=50.831
Point 3904: x=53.42, y=213.172
Point 3905: x=74.542, y=345.993
Point 3906: x=442.897, y=302.828
Point 3907: x=113.557, y=396.23
Point 3908: x=226.399, y=51.397
Point 3909: x=435.181, y=325.55
Point 3910: x=392.424, y=109.588
Point 3911: x=50.008, y=248.259
Point 3912: x=349.501, y=76.508
Point 3913: x=258.247, y=449.83
Point 3914: x=311.34, y=440.361
Point 3915: x=401.864, y=119.857
Point 3916: x=234.441, y=449.394
Point 3917: x=54.462, y=207.991
Point 3918: x=197.183, y=442.9
Point 3919: x=177.481, y=63.611
Point 3920: x=441.298, y=308.353
Point 3921: x=261.98, y=449.641
Point 3922: x=341.343, y=72.078
Point 3923: x=77.079, y=149.51
Point 3924: x=400.808, y=118.634
Point 3925: x=408.257, y=127.711
Point 3926: x=380.162, y=98.152
Point 3927: x=205.61, y=445.012
Point 3928: x=63.665, y=322.657
Point 3929: x=428.909, y=160.604
Point 3930: x=445.462, y=292.365
Point 3931: x=133.081, y=412.265
Point 3932: x=246.451, y=449.969
Point 3933: x=286.493, y=53.358
Point 3934: x=443.98, y=298.701
Point 3935: x=364.882, y=86.287
Point 3936: x=51.421, y=273.8
Point 3937: x=261.442, y=449.672
Point 3938: x=182.575, y=61.708
Point 3939: x=145.346, y=420.433
